104,79,76,77
95,80,76,77
84,82,75,77
75,84,75,77
71,86,75,77
66,88,75,77
62,89,75,77
61,92,75,77
61,96,74,76
63,100,74,76
65,101,74,76
69,102,74,75
74,103,73,75
78,105,73,75
82,105,73,74
87,104,72,74
91,104,72,74
94,106,72,73
97,106,71,73
100,106,70,72
104,106,70,71
106,107,69,71
107,108,68,70
109,107,68,69
112,106,67,69
115,106,67,69
117,108,66,68
118,106,66,68
119,107,66,67
120,108,65,67
122,109,65,67
122,108,65,66
124,109,64,65
125,110,64,65
127,109,63,65
128,109,62,64
131,109,62,63
134,110,60,61
136,110,60,61
137,110,60,61
139,109,60,61
144,108,59,60
147,108,58,60
149,106,58,60
153,106,58,59
157,106,57,59
162,105,56,58
166,103,56,57
170,102,56,57
173,100,56,57
177,99,56,57
181,97,56,57
184,96,55,57
187,95,55,57
191,93,55,56
195,93,54,55
197,90,54,55
200,90,54,55
203,89,54,55
207,89,52,54
209,87,52,53
211,86,52,53
208,86,52,53
202,89,51,52
197,91,52,53
193,93,52,53
188,94,52,53
183,96,52,53
179,98,52,54
174,98,53,54
171,99,53,54
166,99,54,55
163,100,55,56
162,103,55,56
161,105,55,56
162,107,55,57
160,108,56,57
156,110,56,57
155,112,57,58
152,114,57,58
148,116,57,58
145,118,57,58
142,119,58,59
140,120,58,60
139,122,58,60
136,123,59,60
134,124,59,60
133,124,60,61
131,123,61,62
129,124,61,62
129,124,61,63
128,123,62,63
127,123,62,64
127,123,63,64
125,122,64,65
121,123,64,65
117,123,64,66
114,125,65,66
110,125,65,67
107,126,65,67
102,127,65,67
98,127,65,67
97,126,66,67
99,126,66,67
101,124,66,68
107,122,66,67
109,118,66,67
112,116,66,68
115,112,66,68
116,109,67,68
115,108,67,68
114,106,67,69
114,106,67,69
111,106,67,69
111,106,68,69
109,105,68,69
109,106,68,70
110,106,68,70
109,107,68,70
111,108,68,70
116,108,68,70
120,108,68,70
124,108,69,70
126,107,68,70
128,107,68,70
131,108,68,70
136,109,68,70
138,110,68,69
138,110,68,69
137,111,68,69
137,111,67,69
136,110,68,69
134,109,68,69
133,108,68,69
132,107,67,69
130,107,67,69
128,106,67,69
126,107,67,69
124,107,67,69
120,106,67,68
118,107,66,68
115,106,66,67
111,105,66,67
108,103,66,68
105,102,67,68
104,102,67,69
102,104,67,68
100,104,67,68
99,104,67,68
98,104,67,68
97,104,67,68
96,104,67,68
95,104,67,69
94,103,67,68
93,102,67,68
93,101,67,68
93,101,67,68
93,101,67,69
93,101,68,69
91,101,68,69
91,102,68,69
91,102,68,70
91,104,68,69
92,105,69,70
90,105,69,70
91,105,70,71
90,106,70,72
90,107,71,73
93,108,70,72
93,111,71,72
95,111,70,72
109,111,71,72
128,111,71,72
147,114,71,73
166,120,72,73
178,125,72,73
185,124,72,74
189,127,72,74
191,134,72,74
194,134,72,74
194,135,72,74
190,138,73,74
190,139,73,74
188,139,73,74
187,139,73,75
187,140,73,74
188,140,73,74
188,139,72,74
187,138,72,74
186,139,72,73
184,138,71,73
182,138,71,73
182,136,71,73
182,135,71,73
178,133,71,73
179,133,71,73
179,132,70,72
176,131,69,71
175,130,69,70
174,130,68,70
170,129,68,69
166,128,68,69
164,129,67,69
161,130,66,68
157,131,66,68
156,130,65,67
154,131,65,66
153,131,65,66
153,130,64,66
154,129,64,65
155,129,63,65
156,128,63,64
157,127,63,64
159,126,63,64
160,126,62,63
161,125,62,63
163,124,61,63
163,123,61,62
163,124,61,62
164,122,60,61
166,123,60,61
168,123,59,60
168,123,59,60
170,124,58,59
171,123,58,59
171,125,57,59
171,124,57,58
173,124,57,58
174,125,55,56
175,126,54,55
176,126,53,54
177,127,52,53
174,128,52,53
172,130,52,53
170,132,52,53
167,133,52,53
165,134,52,53
162,137,52,53
159,138,50,52
156,139,50,51
154,141,50,51
151,141,51,52
147,141,52,53
144,143,52,53
143,144,52,53
141,144,53,54
139,146,53,54
138,147,52,54
136,148,52,54
135,149,52,54
134,150,53,54
133,151,53,54
133,153,52,53
131,153,52,53
131,153,52,53
131,153,52,53
130,154,52,53
130,154,52,53
130,155,52,53
128,155,53,54
125,155,53,54
